unified_entity_id,canonical_name,pan,city,state,pincode,source_system_count,source_record_ids
ENT-1678,Sunrise Enterprises Pvt Ltd,ONEPM7937L,Unknown,Unknown,,4,CIN-219387|EPF-157044|GSTIN-537569|PAN_REG-714771
ENT-1679,Tech Technologies Limited,ONQAH7688G,Unknown,Unknown,,5,CIN-880500|EPF-459815|GSTIN-682906|IEC-667974|PAN_REG-930856
ENT-1680,Sunrise Solutions Pvt Ltd,ONQGP1909X,Unknown,Unknown,,6,CIN-430424|EPF-448891|ESI-755891|GSTIN-142355|PAN_REG-696914|UDYAM-438713
ENT-1681,Apex Ventures Pvt Ltd,ONWYW5297N,Unknown,Unknown,,4,CIN-268194|EPF-518378|ESI-331987|GSTIN-209825
ENT-1682,Global Solutions Limited,ONXON7198H,Unknown,Unknown,,5,CIN-785331|EPF-888582|GSTIN-492111|IEC-524202|PAN_REG-271435
ENT-1683,Dynamic Enterprises Limited,OOABT6200Y,Unknown,Unknown,,3,CIN-20396|GSTIN-561654|PAN_REG-220797
ENT-1684,Om Enterprises Limited,OOFXF6114L,Unknown,Unknown,,4,CIN-894669|ESI-922746|GSTIN-223746|PAN_REG-682221
ENT-1685,Apex Technologies LLP,OOKWY8405G,Unknown,Unknown,,4,CIN-50507|EPF-940598|ESI-425845|PAN_REG-208900
ENT-1686,Metro Ventures LLP,OOYEE0621B,Unknown,Unknown,,5,CIN-47054|EPF-642716|ESI-768342|GSTIN-416412|PAN_REG-412671
ENT-1687,Acme Logistics Pvt Ltd,OPCTV2366E,Unknown,Unknown,,4,CIN-442260|ESI-966098|GSTIN-867674|PAN_REG-962360
ENT-1688,Balaji Solutions Pvt Ltd,OPTDB6029W,Unknown,Unknown,,4,CIN-846043|EPF-793842|GSTIN-842873|PAN_REG-554875
ENT-1689,Sunrise Ventures LLP,OPVSF6493Q,Unknown,Unknown,,7,CIN-976394|EPF-960873|ESI-573388|GSTIN-662873|IEC-486068|PAN_REG-16018|UDYAM-546581
ENT-1690,Prime Ventures Pvt Ltd,OPYRC6385V,Unknown,Unknown,,7,CIN-407524|EPF-694874|ESI-296576|GSTIN-927362|IEC-328857|PAN_REG-565616|UDYAM-244076
ENT-1691,Global Technologies Pvt Ltd,OQBEY5631I,Unknown,Unknown,,5,CIN-209152|EPF-289861|ESI-935475|GSTIN-505308|PAN_REG-180096
ENT-1692,Stellar Technologies LLP,OQIOM5163Z,Unknown,Unknown,,3,GSTIN-937546|IEC-747022|PAN_REG-798312
ENT-1693,Acme Ventures LLP,OQPVW6431U,Unknown,Unknown,,4,ESI-518121|GSTIN-194383|PAN_REG-447324|UDYAM-607765
ENT-1694,Dynamic Technologies Limited,OQQCS1996O,Unknown,Unknown,,3,CIN-527710|GSTIN-31091|IEC-459842
ENT-1695,Tech Industries Pvt Ltd,ORAEB0448M,Unknown,Unknown,,4,CIN-467208|EPF-105528|PAN_REG-858889|UDYAM-141099
ENT-1696,Tech Ventures LLP,ORFXO9642H,Unknown,Unknown,,4,CIN-649209|EPF-959743|GSTIN-708205|UDYAM-227832
ENT-1697,Shree Enterprises LLP,ORJJA0540X,Unknown,Unknown,,6,CIN-537733|EPF-511204|GSTIN-333619|IEC-122814|PAN_REG-535180|UDYAM-712571
ENT-1698,Apex Ventures Limited,ORMXZ8821D,Unknown,Unknown,,6,CIN-821757|EPF-931813|ESI-899183|GSTIN-591719|PAN_REG-274404|UDYAM-382018
ENT-1699,Shree Corp Pvt Ltd,ORSPH1553N,Unknown,Unknown,,5,EPF-907187|ESI-20906|GSTIN-137438|PAN_REG-633222|UDYAM-827626
ENT-1700,Sunrise Traders Limited,OSAYR9727Z,Unknown,Unknown,,6,CIN-874743|EPF-23343|ESI-633662|GSTIN-69701|PAN_REG-809910|UDYAM-770653
ENT-1701,Om Corp Pvt Ltd,OSJJF9762N,Unknown,Unknown,,4,CIN-310189|ESI-264340|GSTIN-655466|PAN_REG-625176
ENT-1702,Sunrise Traders LLP,OSKJZ3093P,Unknown,Unknown,,3,CIN-742966|GSTIN-674085|PAN_REG-484783
ENT-1703,Pioneer Corp Limited,OSRMZ8949S,Unknown,Unknown,,5,CIN-225507|EPF-479660|ESI-773473|GSTIN-495811|PAN_REG-746270
ENT-1704,Prime Enterprises LLP,OSSXD6317C,Unknown,Unknown,,5,CIN-719241|EPF-538982|GSTIN-550664|PAN_REG-766421|UDYAM-785434
ENT-1705,Tech Logistics LLP,OSTRI0995C,Unknown,Unknown,,4,CIN-198909|ESI-231792|PAN_REG-15812|UDYAM-613893
ENT-1706,Balaji Technologies Limited,OSUIU5063L,Unknown,Unknown,,6,CIN-26528|EPF-705257|ESI-585842|GSTIN-960905|PAN_REG-974451|UDYAM-681359
ENT-1707,Metro Solutions Pvt Ltd,OTAYS2099J,Unknown,Unknown,,6,CIN-813963|EPF-382392|ESI-490076|GSTIN-594531|PAN_REG-650105|UDYAM-856973
ENT-1708,Sunrise Logistics LLP,OTGYY1641N,Unknown,Unknown,,6,CIN-350678|EPF-683561|ESI-598976|IEC-291228|PAN_REG-212034|UDYAM-396332
ENT-1709,Apex Technologies Limited,OTLNN8980G,Unknown,Unknown,,6,CIN-34387|EPF-983235|ESI-66223|GSTIN-846698|PAN_REG-923012|UDYAM-990478
ENT-1710,Sunrise Corp LLP,OTNEE6396A,Unknown,Unknown,,5,CIN-283366|ESI-61878|GSTIN-592895|PAN_REG-470898|UDYAM-76329
ENT-1711,Pioneer Enterprises LLP,OUMYR9869K,Unknown,Unknown,,5,CIN-853609|EPF-335125|ESI-590314|GSTIN-93325|PAN_REG-134773
ENT-1712,Om Enterprises LLP,OUOBD9435M,Unknown,Unknown,,4,CIN-453857|IEC-506338|PAN_REG-245448|UDYAM-883401
ENT-1713,Sunrise Solutions Limited,OUTEE5505W,Unknown,Unknown,,6,CIN-487591|EPF-638510|ESI-205934|GSTIN-818673|IEC-810475|PAN_REG-924461
ENT-1714,Apex Logistics Limited,OUWTA2880I,Unknown,Unknown,,4,CIN-50700|EPF-38839|GSTIN-181324|PAN_REG-743145
ENT-1715,Sunrise Traders LLP,OVVNY5525T,Unknown,Unknown,,5,CIN-902036|EPF-764095|GSTIN-892699|PAN_REG-900608|UDYAM-738650
ENT-1716,Acme Enterprises Pvt Ltd,OWNQL4444X,Unknown,Unknown,,6,CIN-169993|EPF-816239|ESI-777779|GSTIN-278488|IEC-195585|PAN_REG-311721
ENT-1717,Metro Corp LLP,OWOLW2389U,Unknown,Unknown,,5,CIN-945272|EPF-956322|GSTIN-717429|PAN_REG-210579|UDYAM-190592
ENT-1718,Apex Fabrication LLP,OXGMJ5672D,Unknown,Unknown,,4,CIN-953192|ESI-291074|GSTIN-457895|PAN_REG-504047
ENT-1719,Metro Logistics LLP,OXHFC3589A,Unknown,Unknown,,5,CIN-85124|GSTIN-377602|IEC-185511|PAN_REG-299910|UDYAM-286308
ENT-1720,Prime Technologies Limited,OXIXF1357D,Unknown,Unknown,,6,CIN-487201|EPF-631637|ESI-870878|GSTIN-182397|PAN_REG-501297|UDYAM-267118
ENT-1721,Apex Traders LLP,OXPGI9324A,Unknown,Unknown,,5,CIN-89704|ESI-124207|GSTIN-354286|IEC-443363|PAN_REG-88223
ENT-1722,Pioneer Enterprises Pvt Ltd,OYRIL6242T,Unknown,Unknown,,5,CIN-764547|EPF-577947|ESI-772398|GSTIN-789354|PAN_REG-801101
ENT-1723,Acme Traders Limited,OZCZV2367Q,Unknown,Unknown,,7,CIN-899962|EPF-788837|ESI-868209|GSTIN-635288|IEC-218432|PAN_REG-923008|UDYAM-946087
ENT-1724,Sunrise Corp Limited,OZDYJ4408G,Unknown,Unknown,,7,CIN-195289|EPF-691994|ESI-835307|GSTIN-862875|IEC-702625|PAN_REG-828961|UDYAM-308756
ENT-1725,Global Ventures Pvt Ltd,OZEOI4153B,Unknown,Unknown,,5,CIN-221893|EPF-65060|ESI-878480|GSTIN-922503|PAN_REG-791600
ENT-1726,Metro Corp Limited,OZJQV4876A,Unknown,Unknown,,5,CIN-142111|EPF-626791|ESI-975680|GSTIN-466289|PAN_REG-971189
ENT-1727,Metro Industries Limited,OZKVQ0345I,Unknown,Unknown,,6,CIN-242209|EPF-355906|ESI-613995|GSTIN-521757|IEC-680477|PAN_REG-171955
ENT-1728,Pioneer Technologies LLP,OZVUQ8168N,Unknown,Unknown,,5,CIN-518594|EPF-205087|GSTIN-676109|PAN_REG-355391|UDYAM-389695
ENT-1729,Apex Fabrication Limited,OZYWA3071Z,Unknown,Unknown,,6,CIN-728411|EPF-515724|ESI-640729|GSTIN-617440|PAN_REG-300431|UDYAM-90492
ENT-1730,Dynamic Corp Pvt Ltd,PAIQU2006T,Unknown,Unknown,,6,CIN-309980|EPF-319309|ESI-771372|GSTIN-584022|PAN_REG-591366|UDYAM-136662
ENT-1731,Metro Fabrication LLP,PALUZ2924G,Unknown,Unknown,,6,CIN-986914|EPF-969704|ESI-852097|GSTIN-131725|PAN_REG-358054|UDYAM-636963
ENT-1732,Sunrise Corp Pvt Ltd,PAOJJ3493A,Unknown,Unknown,,6,CIN-90125|EPF-189848|ESI-405737|GSTIN-491979|PAN_REG-274950|UDYAM-977402
ENT-1733,Acme Logistics LLP,PAOVV7925V,Unknown,Unknown,,5,CIN-594802|EPF-411139|ESI-686387|GSTIN-89501|PAN_REG-648797
ENT-1734,Apex Technologies Pvt Ltd,PAYQS4427X,Unknown,Unknown,,4,CIN-693238|EPF-875831|PAN_REG-80999|UDYAM-713307
ENT-1735,Sunrise Corp Limited,PBFCN8346O,Unknown,Unknown,,4,CIN-63818|ESI-569076|GSTIN-604233|PAN_REG-634917
ENT-1736,Apex Traders LLP,PBHHS6988T,Unknown,Unknown,,6,CIN-424366|EPF-709479|ESI-821538|GSTIN-17928|IEC-461365|PAN_REG-955885
ENT-1737,Sunrise Industries Limited,PBTAN1829C,Unknown,Unknown,,5,CIN-291369|EPF-655267|GSTIN-976086|PAN_REG-758563|UDYAM-869712
ENT-1738,Apex Corp LLP,PBXIY9234B,Unknown,Unknown,,4,CIN-558874|GSTIN-432408|PAN_REG-846158|UDYAM-220787
ENT-1739,Sunrise Enterprises Limited,PCFQE9479J,Unknown,Unknown,,7,CIN-629373|EPF-534614|ESI-463678|GSTIN-332740|IEC-764283|PAN_REG-768562|UDYAM-231385
ENT-1740,Balaji Industries Pvt Ltd,PCJMQ1278U,Unknown,Unknown,,6,CIN-419675|EPF-621093|ESI-640443|GSTIN-818269|PAN_REG-405161|UDYAM-872580
ENT-1741,Apex Corp LLP,PCJRH7510X,Unknown,Unknown,,6,CIN-867191|EPF-159735|ESI-459212|GSTIN-74683|IEC-505852|PAN_REG-67841
ENT-1742,Global Traders LLP,PCMKG6881R,Unknown,Unknown,,5,CIN-130714|EPF-147861|ESI-262535|GSTIN-275904|PAN_REG-926383
ENT-1743,Tech Logistics LLP,PCOKE8401E,Unknown,Unknown,,5,CIN-657426|EPF-395246|ESI-458725|GSTIN-954535|PAN_REG-51624
ENT-1744,Apex Fabrication LLP,PDOMK3505H,Unknown,Unknown,,6,CIN-144461|EPF-419634|ESI-800206|GSTIN-64743|IEC-776482|PAN_REG-157435
ENT-1745,Acme Enterprises Limited,PDVUB8016V,Unknown,Unknown,,5,CIN-32702|EPF-605068|ESI-515425|GSTIN-458526|PAN_REG-476088
ENT-1746,Apex Corp LLP,PEGGH9026V,Unknown,Unknown,,6,CIN-143435|EPF-95766|ESI-367012|GSTIN-984961|PAN_REG-539411|UDYAM-400174
ENT-1747,Om Corp LLP,PEGSZ5779I,Unknown,Unknown,,6,CIN-63616|EPF-413618|ESI-973790|GSTIN-867651|PAN_REG-754318|UDYAM-671568
ENT-1748,Sunrise Industries Limited,PEJVQ9455M,Unknown,Unknown,,5,CIN-69729|EPF-31427|ESI-835274|GSTIN-71477|PAN_REG-523910
ENT-1749,Dynamic Fabrication Pvt Ltd,PEKDV9134L,Unknown,Unknown,,5,CIN-712123|EPF-660543|ESI-103813|GSTIN-890459|PAN_REG-625468
ENT-1750,Shree Solutions Pvt Ltd,PFFAV2709C,Unknown,Unknown,,5,CIN-403098|EPF-551916|GSTIN-339414|PAN_REG-729541|UDYAM-391569
ENT-1751,Apex Fabrication LLP,PFFVE6491A,Unknown,Unknown,,4,CIN-89793|ESI-732426|GSTIN-19032|PAN_REG-503472
ENT-1752,Shree Industries Pvt Ltd,PFHQW6490I,Unknown,Unknown,,4,CIN-254266|ESI-673152|GSTIN-285860|PAN_REG-764273
ENT-1753,Sunrise Logistics LLP,PFKAU7273X,Unknown,Unknown,,5,CIN-756350|EPF-810199|ESI-917233|GSTIN-795215|PAN_REG-253281
ENT-1754,Sunrise Enterprises LLP,PFQOR2038O,Unknown,Unknown,,5,CIN-425080|ESI-539062|GSTIN-277881|PAN_REG-458387|UDYAM-738472
ENT-1755,Pioneer Solutions LLP,PFXAD5424P,Unknown,Unknown,,4,CIN-681147|ESI-618457|GSTIN-985991|PAN_REG-618889
ENT-1756,Sunrise Fabrication Limited,PGBRK3753N,Unknown,Unknown,,4,CIN-76014|EPF-544087|GSTIN-802341|PAN_REG-951310
ENT-1757,Om Ventures Pvt Ltd,PGCXR9071U,Unknown,Unknown,,5,CIN-874410|EPF-917273|GSTIN-231800|PAN_REG-289735|UDYAM-540721
ENT-1758,Metro Technologies Pvt Ltd,PGJHB4597Z,Unknown,Unknown,,5,CIN-481718|ESI-788218|GSTIN-644806|IEC-699433|PAN_REG-847735
ENT-1759,Acme Corp Pvt Ltd,PHAWY5918A,Unknown,Unknown,,5,CIN-924951|EPF-341348|GSTIN-526949|PAN_REG-804795|UDYAM-995883
ENT-1760,Sunrise Traders LLP,PHDCP4186K,Unknown,Unknown,,6,CIN-121577|EPF-392926|ESI-671825|GSTIN-455354|PAN_REG-383483|UDYAM-958288
ENT-1761,Shree Fabrication Pvt Ltd,PHYRJ3457Z,Unknown,Unknown,,4,ESI-565273|GSTIN-375606|PAN_REG-11244|UDYAM-232459
ENT-1762,Om Industries LLP,PIBPI6523D,Unknown,Unknown,,5,CIN-937395|EPF-176874|GSTIN-526238|PAN_REG-996862|UDYAM-478402
ENT-1763,Prime Traders Limited,PICEE6662D,Unknown,Unknown,,7,CIN-410448|EPF-136078|ESI-727399|GSTIN-272935|IEC-879234|PAN_REG-323153|UDYAM-348704
ENT-1764,Prime Logistics Pvt Ltd,PICKI1226Y,Unknown,Unknown,,7,CIN-484897|EPF-181777|ESI-380850|GSTIN-995362|IEC-805360|PAN_REG-718498|UDYAM-956699
ENT-1765,Tech Corp Limited,PIFXY1783T,Unknown,Unknown,,4,CIN-983512|EPF-77926|GSTIN-989989|PAN_REG-581646
ENT-1766,Acme Technologies LLP,PIWCT4839Y,Unknown,Unknown,,5,CIN-199280|EPF-221798|GSTIN-157358|PAN_REG-901969|UDYAM-910551
ENT-1767,Dynamic Technologies LLP,PIWQX2100E,Unknown,Unknown,,6,CIN-77156|EPF-887139|ESI-620334|GSTIN-191829|IEC-544798|PAN_REG-159108
ENT-1768,Balaji Solutions LLP,PJOQE7438J,Unknown,Unknown,,3,CIN-203461|GSTIN-432995|PAN_REG-50985
ENT-1769,Sunrise Technologies LLP,PJXRD4610X,Unknown,Unknown,,5,CIN-759969|EPF-938185|GSTIN-745963|PAN_REG-150849|UDYAM-385108
ENT-1770,Prime Ventures LLP,PJXSD9959B,Unknown,Unknown,,7,CIN-405538|EPF-992747|ESI-456364|GSTIN-871093|IEC-399370|PAN_REG-304570|UDYAM-730673
ENT-1771,Tech Industries Limited,PKCFP7846T,Unknown,Unknown,,3,CIN-966631|EPF-190589|PAN_REG-715071
ENT-1772,Pioneer Technologies Limited,PKMFV2654O,Unknown,Unknown,,5,CIN-39597|ESI-836467|GSTIN-900421|PAN_REG-40138|UDYAM-321662
ENT-1773,Apex Fabrication Pvt Ltd,PKMTI1008Y,Unknown,Unknown,,6,CIN-134678|EPF-798880|ESI-452489|GSTIN-849474|PAN_REG-386660|UDYAM-118786
ENT-1774,Global Industries LLP,PKMWN2696Y,Unknown,Unknown,,5,CIN-317786|EPF-554240|ESI-659278|GSTIN-942934|PAN_REG-507616
ENT-1775,Acme Traders Limited,PLDXK7448V,Unknown,Unknown,,7,CIN-423640|EPF-82566|ESI-618323|GSTIN-191311|IEC-622895|PAN_REG-425906|UDYAM-191366
ENT-1776,Tech Corp Pvt Ltd,PLPBV2034Y,Unknown,Unknown,,5,CIN-97940|EPF-667562|GSTIN-28592|PAN_REG-827193|UDYAM-386710
ENT-1777,Acme Fabrication Limited,PLRYC8892V,Unknown,Unknown,,6,CIN-562020|EPF-227683|GSTIN-155027|IEC-886733|PAN_REG-805325|UDYAM-184484
ENT-1778,Dynamic Logistics Pvt Ltd,PLSFG5334T,Unknown,Unknown,,6,CIN-241635|EPF-776129|ESI-51004|GSTIN-324054|PAN_REG-183649|UDYAM-499216
ENT-1779,Stellar Technologies Limited,PLTZM5463A,Unknown,Unknown,,1,PAN_REG-787310
ENT-1780,Pioneer Logistics Pvt Ltd,PLWHF5053U,Unknown,Unknown,,6,CIN-756733|EPF-779960|ESI-549315|GSTIN-234513|PAN_REG-586942|UDYAM-240962
ENT-1781,Tech Industries Pvt Ltd,PMCSV4973E,Unknown,Unknown,,6,CIN-855754|EPF-802883|ESI-136373|GSTIN-949447|PAN_REG-208377|UDYAM-873874
ENT-1782,Stellar Fabrication LLP,PMEQK9642B,Unknown,Unknown,,4,CIN-413627|EPF-934633|GSTIN-382118|PAN_REG-663097
ENT-1783,Om Fabrication LLP,PMLNZ9406H,Unknown,Unknown,,7,CIN-174620|EPF-939224|ESI-36141|GSTIN-645850|IEC-796477|PAN_REG-275001|UDYAM-108721
ENT-1784,Sunrise Solutions Pvt Ltd,PMYVD8656G,Unknown,Unknown,,5,CIN-792512|ESI-589516|IEC-438105|PAN_REG-204712|UDYAM-899734
ENT-1785,Prime Ventures Limited,PNIQJ4851M,Unknown,Unknown,,6,CIN-89039|EPF-618191|ESI-142461|GSTIN-351073|PAN_REG-941557|UDYAM-230637
ENT-1786,Sunrise Solutions LLP,PNIWV1308V,Unknown,Unknown,,4,CIN-391594|ESI-122287|GSTIN-559974|PAN_REG-115643
ENT-1787,Sunrise Traders LLP,PNKJH5051G,Unknown,Unknown,,5,CIN-363515|ESI-469926|GSTIN-933466|IEC-547350|PAN_REG-826389
ENT-1788,Sunrise Fabrication Limited,PNKNP6312K,Unknown,Unknown,,6,CIN-673892|EPF-797505|ESI-456750|GSTIN-94581|PAN_REG-21477|UDYAM-888227
ENT-1789,Dynamic Industries Pvt Ltd,PODYD8886C,Unknown,Unknown,,5,CIN-334107|ESI-890124|GSTIN-660102|PAN_REG-212514|UDYAM-356473
ENT-1790,Stellar Traders LLP,POFTQ2507D,Unknown,Unknown,,6,CIN-418205|EPF-156936|GSTIN-80553|IEC-457530|PAN_REG-137989|UDYAM-64741
ENT-1791,Tech Industries Pvt Ltd,POIEZ7648I,Unknown,Unknown,,3,CIN-155223|EPF-201918|GSTIN-185805
ENT-1792,Dynamic Enterprises LLP,POQCC8214E,Unknown,Unknown,,5,CIN-424508|EPF-57436|GSTIN-144700|PAN_REG-609156|UDYAM-770364
ENT-1793,Metro Corp LLP,POQCU5057B,Unknown,Unknown,,6,CIN-689957|EPF-303795|ESI-669350|GSTIN-27818|PAN_REG-479224|UDYAM-398052
ENT-1794,Acme Technologies Pvt Ltd,POQQE3482F,Unknown,Unknown,,4,CIN-692314|ESI-950369|GSTIN-844548|PAN_REG-960622
ENT-1795,Stellar Fabrication Pvt Ltd,POTEO0493Y,Unknown,Unknown,,7,CIN-747224|EPF-698492|ESI-935882|GSTIN-721766|IEC-852737|PAN_REG-533125|UDYAM-842338
ENT-1796,Pioneer Traders LLP,PPBFL9817V,Unknown,Unknown,,4,CIN-248887|ESI-406338|GSTIN-361658|PAN_REG-641214
ENT-1797,Balaji Fabrication LLP,PPBSD4941U,Unknown,Unknown,,5,CIN-402767|EPF-819890|GSTIN-283564|PAN_REG-351163|UDYAM-63193
ENT-1798,Prime Industries Pvt Ltd,PPCKU6017S,Unknown,Unknown,,6,CIN-830515|ESI-56324|GSTIN-643684|IEC-537407|PAN_REG-73540|UDYAM-911213
ENT-1799,Acme Traders LLP,PPPNY4763E,Unknown,Unknown,,5,CIN-204368|EPF-553912|ESI-363986|GSTIN-887267|PAN_REG-417560
ENT-1800,Balaji Industries LLP,PQEPW7027D,Unknown,Unknown,,6,CIN-342269|EPF-486929|ESI-464489|GSTIN-245740|PAN_REG-82424|UDYAM-424675
ENT-1801,Apex Fabrication LLP,PQOXH1065B,Unknown,Unknown,,5,CIN-490319|EPF-745895|GSTIN-760353|IEC-80204|PAN_REG-527635
ENT-1802,Apex Traders Pvt Ltd,PRRXH2201J,Unknown,Unknown,,5,CIN-100008|ESI-825770|GSTIN-687481|IEC-669647|PAN_REG-574036
ENT-1803,Pioneer Traders Limited,PRSYK7006U,Unknown,Unknown,,4,CIN-776019|EPF-676861|GSTIN-819448|PAN_REG-548448
ENT-1804,Sunrise Technologies Pvt Ltd,PRXAU6292X,Unknown,Unknown,,4,CIN-281061|ESI-761540|GSTIN-77531|PAN_REG-266414
ENT-1805,Pioneer Industries Limited,PRZDI3896U,Unknown,Unknown,,5,CIN-675186|EPF-120445|GSTIN-183662|PAN_REG-677238|UDYAM-104022
ENT-1806,Sunrise Corp Pvt Ltd,PSAGS6101C,Unknown,Unknown,,6,CIN-160129|EPF-218256|ESI-487371|GSTIN-189333|PAN_REG-923732|UDYAM-452076
ENT-1807,Dynamic Corp LLP,PSCLW2235U,Unknown,Unknown,,5,CIN-616020|EPF-956046|GSTIN-621602|PAN_REG-303277|UDYAM-18357
ENT-1808,Global Enterprises Limited,PSEIU4837G,Unknown,Unknown,,6,CIN-545912|EPF-101496|ESI-663613|GSTIN-99812|PAN_REG-945958|UDYAM-241214
ENT-1809,Sunrise Logistics Limited,PTAZU2337Y,Unknown,Unknown,,5,CIN-445001|EPF-172279|ESI-122093|GSTIN-838788|PAN_REG-229547
ENT-1810,Dynamic Logistics Pvt Ltd,PUASB9091D,Unknown,Unknown,,5,EPF-431302|ESI-661691|GSTIN-979964|PAN_REG-688073|UDYAM-442676
ENT-1811,Balaji Enterprises LLP,PUDOA6572W,Unknown,Unknown,,6,CIN-817877|EPF-695527|ESI-824740|GSTIN-908130|PAN_REG-730793|UDYAM-751993
ENT-1812,Shree Logistics Pvt Ltd,PUEFP4085V,Unknown,Unknown,,5,CIN-457762|EPF-159959|GSTIN-358982|PAN_REG-278741|UDYAM-342111
ENT-1813,Shree Industries LLP,PUHPY0534A,Unknown,Unknown,,5,CIN-188587|ESI-786174|GSTIN-866294|PAN_REG-72374|UDYAM-881791
ENT-1814,Balaji Corp Limited,PUJKJ1463S,Unknown,Unknown,,6,CIN-806418|EPF-285666|ESI-442240|GSTIN-282937|PAN_REG-394373|UDYAM-734324
ENT-1815,Om Corp Limited,PVHYV0177J,Unknown,Unknown,,4,CIN-808859|EPF-445024|GSTIN-205553|PAN_REG-941772
ENT-1816,Metro Logistics Pvt Ltd,PVYSH1922X,Unknown,Unknown,,4,CIN-322784|GSTIN-496940|PAN_REG-443769|UDYAM-169722
ENT-1817,Tech Enterprises Limited,PVZSZ1583X,Unknown,Unknown,,5,CIN-833397|EPF-925509|ESI-558886|GSTIN-347202|PAN_REG-629309
ENT-1818,Metro Corp Pvt Ltd,PWBTJ6662N,Unknown,Unknown,,4,CIN-878242|EPF-257029|GSTIN-896603|PAN_REG-262078
ENT-1819,Tech Corp Limited,PWGEE7944G,Unknown,Unknown,,6,CIN-88388|EPF-564087|ESI-920265|GSTIN-651361|PAN_REG-376420|UDYAM-39656
ENT-1820,Apex Traders Limited,PWIDD4170O,Unknown,Unknown,,7,CIN-383338|EPF-217226|ESI-887164|GSTIN-444546|IEC-995203|PAN_REG-191358|UDYAM-786340
ENT-1821,Om Ventures Limited,PWKZL9496H,Unknown,Unknown,,6,CIN-368525|EPF-97434|ESI-511003|GSTIN-117902|PAN_REG-626117|UDYAM-556022
ENT-1822,Metro Ventures LLP,PWMAR2999J,Unknown,Unknown,,6,CIN-126007|EPF-687455|ESI-658261|GSTIN-702270|PAN_REG-707522|UDYAM-259274
ENT-1823,Stellar Enterprises Limited,PWOHW3090S,Unknown,Unknown,,5,CIN-751744|ESI-333701|GSTIN-500080|PAN_REG-267218|UDYAM-992483
ENT-1824,Dynamic Industries Pvt Ltd,PWUJD0444O,Unknown,Unknown,,5,CIN-984749|EPF-612570|ESI-217142|GSTIN-639008|PAN_REG-901954
ENT-1825,Dynamic Technologies Pvt Ltd,PXGDO1714G,Unknown,Unknown,,4,CIN-526249|ESI-507898|IEC-544689|PAN_REG-771911
ENT-1826,Metro Logistics LLP,PXLQM3950U,Unknown,Unknown,,4,CIN-335427|EPF-96523|PAN_REG-738673|UDYAM-172139
ENT-1827,Om Solutions Limited,PXSHR6111Q,Unknown,Unknown,,4,CIN-929640|EPF-122108|GSTIN-735757|PAN_REG-844071
ENT-1828,Om Enterprises Pvt Ltd,PXZMN0373F,Unknown,Unknown,,5,CIN-538391|EPF-550135|ESI-530002|GSTIN-555770|PAN_REG-551375
ENT-1829,Sunrise Traders Limited,PYAPP3873W,Unknown,Unknown,,3,CIN-331840|GSTIN-786093|PAN_REG-832286
ENT-1830,Balaji Industries Limited,PYRGC5468M,Unknown,Unknown,,7,CIN-144107|EPF-752737|ESI-716319|GSTIN-852863|IEC-801803|PAN_REG-392917|UDYAM-224848
ENT-1831,Balaji Fabrication Pvt Ltd,PYYKH0239P,Unknown,Unknown,,6,CIN-135181|EPF-621954|ESI-500884|GSTIN-579331|IEC-817615|PAN_REG-506205
ENT-1832,Global Industries Pvt Ltd,PZFVN1874O,Unknown,Unknown,,6,CIN-451259|EPF-329550|ESI-154440|GSTIN-715886|PAN_REG-54457|UDYAM-700561
ENT-1833,Pioneer Corp LLP,PZOWR8903C,Unknown,Unknown,,6,CIN-180524|EPF-731883|ESI-532874|GSTIN-877784|PAN_REG-407106|UDYAM-437253
ENT-1834,Shree Enterprises Pvt Ltd,PZQLW3784G,Unknown,Unknown,,6,CIN-79955|EPF-965795|ESI-694898|GSTIN-571656|PAN_REG-798483|UDYAM-487388
ENT-1835,Pioneer Technologies LLP,PZSQH0039R,Unknown,Unknown,,6,CIN-30392|EPF-241087|ESI-943192|GSTIN-959762|PAN_REG-432657|UDYAM-907840
ENT-1836,Metro Technologies Pvt Ltd,PZYEW2480K,Unknown,Unknown,,6,CIN-91976|ESI-90972|GSTIN-439836|IEC-939025|PAN_REG-840967|UDYAM-944342
ENT-1837,Stellar Solutions LLP,QABJT2145A,Unknown,Unknown,,5,CIN-567069|ESI-852143|GSTIN-764734|PAN_REG-79495|UDYAM-813722
ENT-1838,Balaji Traders Pvt Ltd,QAEHC4109O,Unknown,Unknown,,5,CIN-375450|EPF-843740|ESI-61591|GSTIN-190611|PAN_REG-187248
ENT-1839,Global Corp Limited,QALLU3054Y,Unknown,Unknown,,6,CIN-392250|EPF-358763|ESI-394882|GSTIN-430492|IEC-989422|PAN_REG-517343
ENT-1840,Stellar Ventures Pvt Ltd,QAZLC8500B,Unknown,Unknown,,5,CIN-832055|EPF-267612|ESI-966272|GSTIN-711402|PAN_REG-545965
ENT-1841,Balaji Ventures Pvt Ltd,QBEFB8220G,Unknown,Unknown,,4,CIN-910114|ESI-753353|GSTIN-784611|PAN_REG-914076
ENT-1842,Acme Corp Pvt Ltd,QBEMD4593S,Unknown,Unknown,,6,CIN-916177|EPF-697204|ESI-722145|GSTIN-749853|IEC-730310|PAN_REG-608666
ENT-1843,Shree Solutions Limited,QBNSG3605D,Unknown,Unknown,,6,CIN-144425|EPF-150487|ESI-848349|GSTIN-733411|PAN_REG-840417|UDYAM-922754
